id,pid,ms_subclass,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,sale_type,saleprice,test_set,central_air_dum,porch,log_saleprice,log_lot_area,log_1st_flr_sf,log_gr_liv_area,dum_nh_Blueste,dum_nh_BrDale,dum_nh_BrkSide,dum_nh_ClearCr,dum_nh_CollgCr,dum_nh_Crawfor,dum_nh_Edwards,dum_nh_Gilbert,dum_nh_Greens,dum_nh_GrnHill,dum_nh_IDOTRR,dum_nh_Landmrk,dum_nh_MeadowV,dum_nh_Mitchel,dum_nh_NAmes,dum_nh_NPkVill,dum_nh_NWAmes,dum_nh_NoRidge,dum_nh_NridgHt,dum_nh_OldTown,dum_nh_SWISU,dum_nh_Sawyer,dum_nh_SawyerW,dum_nh_Somerst,dum_nh_StoneBr,dum_nh_Timber,dum_nh_Veenker,dum_zone_C (all),dum_zone_FV,dum_zone_I (all),dum_zone_RH,dum_zone_RL,dum_zone_RM,dum_cond1_Feedr,dum_cond1_Norm,dum_cond1_PosA,dum_cond1_PosN,dum_cond1_RRAe,dum_cond1_RRAn,dum_cond1_RRNe,dum_cond1_RRNn,dum_found_CBlock,dum_found_PConc,dum_found_Slab,dum_found_Stone,dum_found_Wood,dum_misc_Elev,dum_misc_Gar2,dum_misc_Othr,dum_misc_Shed,dum_misc_TenC,dum_elect_FuseF,dum_elect_FuseP,dum_elect_Mix,dum_elect_SBrkr,dum_gartype_2Types,dum_gartype_Attchd,dum_gartype_Basment,dum_gartype_BuiltIn,dum_gartype_CarPort,dum_gartype_Detchd
1044,527451290,160,21.0,1680,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,3,3,TA,3,No,ALQ,387.0,Unf,0.0,96.0,483.0,GasA,TA,Y,483,504,0,987,0.0,0.0,1,1,2,1,3,4,7,0,0,1971.0,1,1.0,264.0,3,3,Y,0,0,0,0,0,0,0,0,0,7,2008,COD,85400,False,1,0,11.355101379776661,7.426549072397305,6.180016653652572,6.894670039433482,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2752,906380150,20,64.0,7488,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,Gd,3,Av,GLQ,393.0,Unf,0.0,815.0,1208.0,GasA,Ex,Y,1208,0,0,1208,0.0,0.0,2,0,2,1,4,6,7,0,0,2005.0,2,2.0,632.0,3,3,Y,105,58,0,0,0,0,0,0,0,2,2006,WD ,183600,False,1,163,12.120514757168527,8.921057018157429,7.0967213784947605,7.0967213784947605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
807,906226060,70,120.0,26400,Pave,0,Reg,Bnk,AllPub,FR2,Gtl,Norm,1Fam,2Story,5,7,1880,2007,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,Ex,Y,1288,728,0,2016,0.0,0.0,1,0,4,1,3,7,4,1,3,1900.0,1,2.0,576.0,3,3,P,0,0,0,0,0,0,0,0,0,6,2009,WD ,131000,False,1,0,11.782952602183288,10.181119289134408,7.160845906664299,7.60887062919126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1177,533236070,160,24.0,2645,Pave,2,Reg,Lvl,AllPub,Inside,Gtl,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,Gd,3,No,GLQ,813.0,Unf,0.0,147.0,960.0,GasA,Ex,Y,962,645,0,1607,1.0,0.0,2,1,3,1,4,7,7,0,0,2000.0,1,2.0,480.0,3,3,Y,169,0,0,0,0,0,0,0,0,12,2008,ConLD,200000,False,1,169,12.206072645530174,7.8804263442924,6.8690144506657065,7.382124365737512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1480,907418040,20,74.0,9627,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,Gd,3,Av,GLQ,24.0,Unf,0.0,1327.0,1351.0,GasA,Ex,Y,1361,0,0,1361,0.0,0.0,2,0,3,1,4,6,7,0,0,2007.0,2,2.0,610.0,3,3,Y,0,50,0,0,0,0,0,0,0,6,2008,WD ,193000,False,1,50,12.170445467887022,9.172326929777967,7.215975002651466,7.215975002651466,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
324,923202105,20,93.0,10114,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,Ex,3,Av,Unf,0.0,Unf,0.0,1430.0,1430.0,GasA,Ex,Y,1430,0,0,1430,0.0,0.0,2,0,3,1,4,7,7,0,0,2004.0,2,2.0,624.0,3,3,Y,0,0,0,0,0,0,0,0,0,3,2010,WD ,173500,False,1,0,12.063932878369052,9.221675881639928,7.265429723253953,7.265429723253953,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1311,902301140,70,34.0,4571,Pave,1,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,TA,3,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Fa,N,624,720,0,1344,0.0,0.0,1,0,4,1,3,7,7,0,0,1916.0,1,3.0,513.0,2,2,Y,0,0,96,0,0,0,0,0,0,5,2008,COD,98000,False,0,96,11.49272275765271,8.427487278331744,6.436150368369428,7.203405521083095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
770,905101490,20,80.0,8816,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,5,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,TA,3,No,Rec,651.0,Unf,0.0,470.0,1121.0,GasA,TA,Y,1121,0,0,1121,1.0,0.0,1,0,3,1,3,5,7,0,0,1963.0,1,2.0,480.0,3,3,Y,0,80,0,0,0,0,0,1,0,6,2009,WD ,139000,False,1,80,11.842229212112828,9.084323531392696,7.02197642307216,7.02197642307216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2063,905107140,20,71.0,8197,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,3,3,TA,3,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,Ex,Y,1285,0,0,1285,0.0,0.0,1,1,3,1,3,7,7,1,3,1977.0,2,2.0,528.0,3,3,Y,138,0,0,0,0,0,0,1,0,4,2007,WD ,143500,False,1,138,11.874090314181814,9.011523512653032,7.158513997329321,7.158513997329321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
69,528458070,60,72.0,8640,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,Gd,3,Mn,GLQ,24.0,Unf,0.0,732.0,756.0,GasA,Ex,Y,764,783,0,1547,0.0,0.0,2,1,3,1,4,7,7,0,0,2009.0,1,2.0,614.0,3,3,Y,169,45,0,0,0,0,0,0,0,6,2010,Con,215200,False,1,214,12.279323107269766,9.064157861798101,6.638567789166521,7.344072850573066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2062,905106150,20,109.0,8724,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,Gd,3,No,BLQ,492.0,Unf,0.0,402.0,894.0,GasA,Gd,Y,894,0,0,894,0.0,0.0,1,0,3,1,3,5,7,1,1,1968.0,3,2.0,450.0,3,3,Y,0,0,0,0,0,0,0,0,0,5,2007,WD ,129000,False,1,0,11.76756768334381,9.07383312732152,6.795705775173514,6.795705775173514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
351,527131030,120,40.0,5664,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,Gd,3,No,GLQ,1158.0,Unf,0.0,343.0,1501.0,GasA,Ex,Y,1659,0,0,1659,1.0,0.0,2,0,2,1,5,5,7,1,5,2000.0,3,2.0,499.0,3,3,Y,212,59,0,0,0,0,0,0,0,10,2009,WD ,278000,False,1,271,12.535376392672774,8.641885635373555,7.413970290190444,7.413970290190444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2393,528142010,60,103.0,12867,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,0,0.0,4,3,Ex,3,Av,Unf,0.0,Unf,0.0,1209.0,1209.0,GasA,Ex,Y,1209,1044,0,2253,0.0,0.0,2,1,3,1,5,8,7,1,4,2005.0,3,2.0,575.0,3,3,Y,243,142,0,0,0,0,0,0,0,7,2006,New,344133,False,1,385,12.748783489541202,9.46242117318499,7.097548850614793,7.720017940432244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12,527165230,20,0,7980,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,7,1992,2007,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,Gd,3,No,ALQ,935.0,Unf,0.0,233.0,1168.0,GasA,Ex,Y,1187,0,0,1187,1.0,0.0,2,0,3,1,3,6,7,0,0,1992.0,3,2.0,420.0,3,3,Y,483,21,0,0,0,0,0,2,500,3,2010,WD ,185000,False,1,504,12.128111104060462,8.984693690443855,7.079184394609668,7.079184394609668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2339,527250040,190,100.0,34650,Pave,0,Reg,Bnk,AllPub,Inside,Gtl,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,TA,3,Mn,Rec,1056.0,Unf,0.0,0.0,1056.0,GasA,TA,N,1056,0,0,1056,1.0,0.0,1,0,3,1,3,5,7,0,0,1955.0,3,2.0,572.0,3,3,Y,264,0,0,0,0,0,0,0,0,1,2006,WD ,145000,False,0,264,11.884489021402711,10.453053004618049,6.962243464266207,6.962243464266207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
624,535104120,20,92.0,10573,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,6,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,3,3,TA,3,No,Rec,1312.0,Unf,0.0,141.0,1453.0,GasA,Ex,Y,1453,0,0,1453,1.0,0.0,2,0,3,1,3,6,7,1,3,1961.0,2,2.0,530.0,3,3,Y,0,49,0,0,288,0,0,2,0,4,2009,WD ,187500,False,1,337,12.141534124392603,9.266058860732526,7.2813856635702825,7.2813856635702825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
86,532376160,20,65.0,8450,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,TA,3,No,GLQ,553.0,BLQ,117.0,224.0,894.0,GasA,Ex,Y,894,0,0,894,1.0,0.0,1,0,3,1,3,5,7,1,4,1973.0,1,1.0,336.0,3,3,Y,416,144,0,0,0,0,0,1,0,4,2010,WD ,138500,False,1,560,11.83862560460953,9.041921720351219,6.795705775173514,6.795705775173514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1534,909277040,50,0,11700,Pave,1,IR1,HLS,AllPub,Inside,Mod,Norm,1Fam,1.5Fin,5,6,1937,1995,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,TA,3,No,BLQ,606.0,Unf,0.0,336.0,942.0,GasA,Ex,Y,1265,673,0,1938,0.0,0.0,2,0,4,1,4,7,5,1,4,1937.0,1,1.0,240.0,3,3,Y,0,40,0,0,0,0,0,0,0,7,2008,WD ,198000,False,1,40,12.196022309676673,9.367344120785848,7.142827401161621,7.569411792450712,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2243,911103060,190,75.0,8250,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Norm,2fmCon,2Story,5,6,1895,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,TA,3,No,Unf,0.0,Unf,0.0,957.0,957.0,GasA,Fa,N,1034,957,0,1991,0.0,0.0,2,0,4,2,3,9,7,0,0,,0,0.0,0.0,0,0,N,0,0,133,0,0,0,0,0,0,6,2007,WD ,119600,False,0,133,11.691908120498669,9.017968479328726,6.9411900550683745,7.596392304064196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
